"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"CJX77FXH","bookSection","1966","Ramallo, Luis I.","The Integration of Subject and Object in the Context of Action: A Study of Reports Written by Successful and Unsuccessful Volunteers for Field Work in Africa","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:57:28","2025-10-23 09:43:48","","536-547","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/2VIS3Y58/Ramallo - 1966 - The Integration of Subject and Object in the Context of Action A Study of Reports Written by Succes.pdf","","Discipline: Psychology; Computer: IBM 7090/7094; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XYRTTF5F","bookSection","1966","McLaughlin, Barry","The WAI Dictionary and Self-Perceived Identity in College Students","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:58:21","2025-10-23 09:43:48","","548-566","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/DEMQ98RA/McLaughlin - 1966 - The WAI Dictionary and Self-Perceived Identity in College Students.pdf","","Discipline: Psychology; Computer: IBM 7090/7094; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFWQLU54","bookSection","1966","Kalin, Rudolf; Davis, William N.; McClelland, David C.","The Relationship Between Use of Alcohol and Thematic Content of Folktales in Primitive Societies","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:58:57","2025-10-23 09:43:48","","569-588","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/RTZ8AA7G/Kalin et al. - 1966 - The Relationship Between Use of Alcohol and Thematic Content of Folktales in Primitive Societies.pdf","","Discipline: Psychology; Computer: IBM 7090/7094; Discipline: Anthropology; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U7GF6FYV","bookSection","1966","Dahlberg, Frances M.; Stone, Philip J.","Cross-Cultural Contrasts in Projected Interpersonal Structuring","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:59:54","2025-10-23 09:43:48","","589-602","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/QRPZR6I7/Dahlberg and Stone - 1966 - Cross-Cultural Contrasts in Projected Interpersonal Structuring.pdf","","Discipline: Literary Studies; Computer: IBM 7090/7094; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V8X459U8","bookSection","1966","Colby, Benjamin N.","Development and Applications of an Anthropological Dictionary","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 06:00:48","2025-10-23 09:43:48","","603-616","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/YTXR9GK7/Colby - 1966 - Development and Applications of an Anthropological Dictionary.pdf","","Computer: IBM 7090/7094; Discipline: Anthropology; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BMBIH8I3","bookSection","1966","Stone, Philip J.; Dunphy, Dexter; Bernstein, Alex","The Analysis of Product Image","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 06:01:30","2025-10-23 09:43:48","","619-627","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/8RTZ2WIB/Stone et al. - 1966 - The Analysis of Product Image.pdf","","Computer: IBM 7090/7094; Discipline: Visual Arts; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RGM5RKCP","bookSection","1966","Ellis, Allan B.; Favat, F. André","From Computer to Criticism: An Application of Automatic Content Analysis to the Study of Literature","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 06:02:21","2025-10-23 09:43:48","","628-638","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/YZ9WFW7X/Ellis and Favat - 1966 - From Computer to Criticism An Application of Automatic Content Analysis to the Study of Literature.pdf","","Discipline: Literary Studies; Computer: IBM 7090/7094; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ME5ZJ4R2","journalArticle","1959","Dickman, Kern W.","Index of statistical programs avaiable in the statistical library of the ILLIAC (Part II)","Behavioral Science","","","","https://onlinelibrary.wiley.com/doi/10.1002/bs.3830040408","","1959","2025-10-16 05:54:52","2025-10-16 09:14:58","","335-341","","4","4","","","","","","","","","","","","","","","","","","","/Users/falk/Zotero/storage/6T3LLRBG/Dickman - 1959 - Index of statistical programs avaiable in the statistical library of the ILLIAC (Part II).pdf","","Discipline: Statistics; Computer: Illiac; Computer: Mistic; Computer: Silliac; Program: Multiple","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42KTNXBS","book","1962","Borko, Harold","Computer Applications in the Behavioral Sciences","","","","","https://archive.org/details/computersthought00feig/page/n5/mode/2up","","1962","2025-10-23 05:01:57","2025-10-23 05:14:42","","","","","","","","","","","","","Prentice-Hall","Englewood Cliffs, N.J.","","","","","","","","","","/Users/falk/Zotero/storage/FTKQ2HYT/Borko - 1962 - Computer Applications in the Behavioral Sciences.pdf","","Discipline: Behavioural science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VG9I7FZB","bookSection","1962","Wrigley, Charles","The University Computing Center","Computer Applications in the Behavioral Sciences","","","","https://archive.org/details/computersthought00feig/page/n5/mode/2up","","1962","2025-10-23 05:10:47","2025-10-23 10:18:58","","140-171","","","","","","","","","","","Prentice-Hall","Englewood Cliffs, N.J.","","","","","","","","","","/Users/falk/Zotero/storage/D3SEW55I/Wrigley - 1962 - The University Computing Center.pdf","","Discipline: Behavioural science; Multiple Computers","","Borko, Harold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WU8CHEPE","bookSection","1962","Kelly, E. Lowell; Lingoes, James C.","Data Processing in Psychological Research","Computer Applications in the Behavioral Sciences","","","","https://archive.org/details/computersthought00feig/page/n5/mode/2up","","1962","2025-10-23 05:13:02","2025-10-23 10:03:51","","172-203","","","","","","","","","","","Prentice-Hall","Englewood Cliffs, N.J.","","","","","","","","","","/Users/falk/Zotero/storage/X2WYWM78/Kelly and Lingoes - 1962 - Data Processing in Psychological Research.pdf","","Discipline: Psychology; Computer: Ordvac; Computer: Illiac; Computer: IBM 704; Computer: Mistic; Computer: IBM 650","","Borko, Harold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64IQCF34","bookSection","1962","Ward, Joe H. Jr.","Multiple Linear Regression Models","Computer Applications in the Behavioral Sciences","","","","https://archive.org/details/computersthought00feig/page/n5/mode/2up","","1962","2025-10-23 05:13:58","2025-10-23 10:16:40","","204-237","","","","","","","","","","","Prentice-Hall","Englewood Cliffs, N.J.","","","","","","","","","","/Users/falk/Zotero/storage/F67VHQT5/Ward - 1962 - Multiple Linear Regression Models.pdf","","Computer: IBM 650; Discipline: Statistics; Programming language: FORTRAN","","Borko, Harold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LA98GNDX","bookSection","1962","Fruchter, Benjamin; Jennings, Earl","Factor Analysis","Computer Applications in the Behavioral Sciences","","","","https://archive.org/details/computersthought00feig/page/n5/mode/2up","","1962","2025-10-23 05:16:33","2025-10-23 10:19:22","","238-265","","","","","","","","","","","Prentice-Hall","Englewood Cliffs, N.J.","","","","","","","","","","/Users/falk/Zotero/storage/GGRNB847/Fruchter and Jennings - 1962 - Factor Analysis.pdf","","Discipline: Statistics; Computer: IBM 650","","Borko, Harold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICT3IGF3","bookSection","1962","Koons, Paul B","Canonical Analysis","Computer Applications in the Behavioral Sciences","","","","https://archive.org/details/computersthought00feig/page/n5/mode/2up","","1962","2025-10-23 05:17:22","2025-10-23 10:04:48","","266-279","","","","","","","","","","","Prentice-Hall","Englewood Cliffs, N.J.","","","","","","","","","","/Users/falk/Zotero/storage/6EBSRJMW/Koons - 12 CANONICAL ANALYSIS.pdf","","Discipline: Statistics; Computer: Mistic","","Borko, Harold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A4MDAMNT","bookSection","1962","White, Benjamin W.","Studies of Perception","Computer Applications in the Behavioral Sciences","","","","https://archive.org/details/computersthought00feig/page/n5/mode/2up","","1962","2025-10-23 05:18:07","2025-10-23 10:17:48","","280-307","","","","","","","","","","","Prentice-Hall","Englewood Cliffs, N.J.","","","","","","","","","","/Users/falk/Zotero/storage/E52YQA37/White - 1962 - Studies of Perception.pdf","","Computer: IBM 709; Discipline: Behavioural science; Programming language: FORTRAN","","Borko, Harold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MD9LRWZZ","bookSection","1962","Silberman, Harry F.; Coulson, John E.","Automated Teaching","Computer Applications in the Behavioral Sciences","","","","https://archive.org/details/computersthought00feig/page/n5/mode/2up","","1962","2025-10-23 05:18:52","2025-10-23 10:09:55","","308-335","","","","","","","","","","","Prentice-Hall","Englewood Cliffs, N.J.","","","","","","","","","","/Users/falk/Zotero/storage/4TYRD4AI/Borko - 1962 - Automated Teaching.pdf","","Computer: Bendix G-15; Discipline: Education; Computer: IBM 650","","Borko, Harold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X96VEIIP","bookSection","1962","Feldman, Julian","Computer Simulation of Cognitive Processes","Computer Applications in the Behavioral Sciences","","","","https://archive.org/details/computersthought00feig/page/n5/mode/2up","","1962","2025-10-23 05:19:45","2025-10-23 09:55:31","","336-359","","","","","","","","","","","Prentice-Hall","Englewood Cliffs, N.J.","","","","","","","","","","/Users/falk/Zotero/storage/ERWUFQ95/Borko - 1962 - Computer Simulation of Cognitive Processes.pdf","","Discipline: Behavioural science","","Borko, Harold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K7ZJ6I7D","bookSection","1962","Simmons, Robert F.","Synthex: Toward Computer Synthesis of Human Language Behavior","Computer Applications in the Behavioral Sciences","","","","https://archive.org/details/computersthought00feig/page/n5/mode/2up","","1962","2025-10-23 05:22:04","2025-10-23 10:13:24","","360-393","","","","","","","","","","","Prentice-Hall","Englewood Cliffs, N.J.","","","","","","","","","","/Users/falk/Zotero/storage/IDKP2A9U/Simmons - 1962 - Synthex Toward Computer Synthesis of Human Language Behavior.pdf","","Computer: Univac; Discipline: Behavioural science","","Borko, Harold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZQZ692U9","bookSection","1962","Hays, David G.","Automatic Language-Data Processing","Computer Applications in the Behavioral Sciences","","","","https://archive.org/details/computersthought00feig/page/n5/mode/2up","","1962","2025-10-23 05:22:46","2025-10-23 09:59:49","","394-423","","","","","","","","","","","Prentice-Hall","Englewood Cliffs, N.J.","","","","","","","","","","/Users/falk/Zotero/storage/4QA75QBF/Borko - 1962 - Automatic Language-Data Processing.pdf","","Discipline: Machine Translation","","Borko, Harold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8P6R7C9P","bookSection","1962","Ashby, W. Ross","Simulation of a Brain","Computer Applications in the Behavioral Sciences","","","","https://archive.org/details/computersthought00feig/page/n5/mode/2up","","1962","2025-10-23 05:23:35","2025-10-23 09:47:32","","452-467","","","","","","","","","","","Prentice-Hall","Englewood Cliffs, N.J.","","","","","","","","","","/Users/falk/Zotero/storage/993729AH/Ashby - 1962 - Simulation of a Brain.pdf","","Discipline: Behavioural science","","Borko, Harold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
